,NO,song,group,lyrics
124,4,As_If_It%27s_Your_Last,BLACKPINK,rtf1ansiansicpg950cocoartf2639 cocoatextscaling0cocoaplatform0 fonttblf0fswissfcharset0 arialmt colortbl red255green255blue255 red20green20blue20 expandedcolortbl cssrgbc10196c10196c10196 paperw11900paperh16840margl1440margr1440vieww11520viewh8400viewkind0 deftab720 pardpardeftab720partightenfactor0 f0fs30 make keep thinking pride bruised i92m burning up face hot heart keeps racing can92t control body i92m getting dizzy you92re like fistful sand it92s like hold can92t you92re easy that92s want more can92t control heart it92s ridiculous a0 feel breath wanting right now even i92m looking i92m missing you i92m bad won92t set free a0 baby hold till explode stop thinking what92s hard a0 kiss like it92s lie i92m last love a0 it92s last it92s last it92s last night love it92s last it92s last there92s tomorrow a0 uh imma fall love baby gon finna catch me uh give baby call pretty nasty cause gon na get it love bet on black gon double stack whoa bonnie and clyde ride die xs os a0 time ticking i92m getting impatient world missing you i92m bad won92t set free a0 baby hold till explode stop thinking what92s hard a0 kiss like it92s lie i92m last love a0 it92s last it92s last it92s last night love it92s last it92s last there92s tomorrow a0 one two three it92s new beginning 91cause won92t ever look back a0 throw you please catch me world can92t bring us down a0 blackpink area a0 baby hold till explode stop thinking what92s hard a0 kiss like it92s lie i92m last love a0 it92s last it92s last it92s last night love it92s last it92s last there92s tomorrow love
125,5,How_You_Like_That,BLACKPINK,rtf1ansiansicpg950cocoartf2639 cocoatextscaling0cocoaplatform0 fonttblf0fnilfcharset0 helveticaneue colortbl red255green255blue255 red255green255blue255 red0green0blue0 expandedcolortbl cssrgbc100000c100000c100000 cssrgbc0c0c0 paperw11900paperh16840margl1440margr1440vieww11520viewh8400viewkind0 deftab720 pardpardeftab720partightenfactor0 f0fs36 area cb1 eyes fell belowcb1 hitting rock bottom cb1 m sinking deepcb1 grab s left hopecb1 hands beggingcb1 something reachcb1 dark place cb1 imma light skycb1 look eyes andcb1 ll kiss goodbyecb1 laugh want causecb1 s almost timecb1 ready 3 2 1cb1 hohow like cb1 gon like thatthatthatthat cb1 thatthatthatthatcb1 like badabing cb1 badaboomboomboom cb1 like thatthatthatthat cb1 thatthatthatthat cb1 look look atcb1 look look mecb1 look look atcb1 like cb1 look look atcb1 look look mecb1 look look atcb1 like cb1 girl need allcb1 s hundredcb1 10 10 want got itcb1 karma come get somecb1 might feel bad whatcb1 gon bout cb1 s m right backcb1 pull trigger cocked backcb1 plain jane get highjackedcb1 nt like tell mecb1 like like thatcb1 though m darkcb1 still shine like stars flashcb1 smile ll kiss goodbyecb1 laugh want causecb1 s almost timecb1 ready 3 2 1cb1 ho like cb1 gon like thatthatthatthat cb1 thatthatthatthatcb1 like badabing cb1 badaboomboomboom cb1 like thatthatthatthat cb1 thatthatthatthat cb1 look look atcb1 look look mecb1 look look atcb1 like cb1 look look atcb1 look look mecb1 look look atcb1 like cb1 day fell withoutcb1 wings skycb1 days trapped darkcb1 searching lightcb1 known gotcb1 running lifecb1 look sky itscb1 bird s planecb1 yeaheaheaheahcb1 bring boss bitchcb1 yeaheaheaheahcb1 blackpinkcb1 du du du du du du du du ducb1 du du like cb1 ddududududududududududoo youcb1 gon like cb1 du du du du du du du du ducb1 du du like cb1 ddududududududududududoo
126,6,Playing_With_Fire,BLACKPINK,rtf1ansiansicpg950cocoartf2639 cocoatextscaling0cocoaplatform0 fonttblf0fnilfcharset0 helveticaneue colortbl red255green255blue255 red255green255blue255 red0green0blue0 expandedcolortbl cssrgbc100000c100000c100000 cssrgbc0c0c0 paperw11900paperh16840margl1440margr1440vieww11520viewh8400viewkind0 deftab720 pardpardeftab720partightenfactor0 f0fs40 mom says baby careful ofcb1 boys hurt let gocb1 love like playing firecb1 you92re bound get hurt ehcb1 even it92s truecb1 can92t control lovecb1 look youcb1 heart beats fast burn upcb1 bad iscb1 really feelcb1 want love ehcb1 can92t stop way make feelcb1 oncb1 let us together mecb1 let worldcb1 look look nowcb1 burning like firecb1 burn you92re aroundcb1 youcb1 play fire burn downcb1 love firecb1 burn baby burncb1 we92ll burn downcb1 love firecb1 don92t play boycb1 we92ll burn downcb1 oh i92m deepcb1 m trapped inside worldcb1 kept playing isntcb1 game anymorecb1 love like fire burningcb1 flames mindcb1 makeem bigger want itcb1 good bad cb1 can92t control want youcb1 i92ve robbed tookcb1 heart maybe told ya cb1 come pour oil insidecb1 heart it92s burning rhythmcb1 kiss diss himcb1 don92t know miss himcb1 might burning butcb1 i92ll break crackcb1 heart isn92t red it92s blackcb1 can92t stop way make feelcb1 oncb1 let us together mecb1 cause want love burncb1 look look nowcb1 burning like fire icb1 burn you92re aroundcb1 youcb1 play fire burn downcb1 love firecb1 burn baby burncb1 we92ll burn downcb1 love firecb1 don92t play boycb1 we92ll burn downcb1 can92t control heat insidecb1 can92t control thiscb1 fire burning inside mecb1 baby let92s burn love upcb1 don92t stop let us burncb1 tonight oh
127,7,Ready_For_Love,BLACKPINK,rtf1ansiansicpg950cocoartf2639 cocoatextscaling0cocoaplatform0 fonttblf0fswissfcharset0 arialmt colortbl red255green255blue255 red20green20blue20 expandedcolortbl cssrgbc10196c10196c10196 paperw11900paperh16840margl1440margr1440vieww11520viewh8400viewkind0 deftab720 pardpardeftab720partightenfactor0 f0fs30 thing fills head today you can92t get head color bottle drained night blue a0 yeah don92t know many times you92ve thrown away heart train thought running nonstop keeping night a0 yeah you92re need yeah it92s you92re need call me yeah although it92s you92re need still like it92s you a0 there92s need wait now need afraid show color heart a0 really need world open eyes front you a0 i92m ready love a0 tell you92re ready cuz i92m already ready tell you92re ready cuz a0 i92m ready love i92m ready love i92m ready love i92m ready love i92m ready love a0 ready come i92m running like it92s never never know want it love wasn92t supposed there92s romeo hope roses notes read keep eyes closed see need forever forever baby sometimes want best come find cuz i91m ready a0 there92s need wait now need afraid show color heart a0 really need world open eyes front you a0 i92m ready love a0 tell you92re ready cuz i92m already ready tell you92re ready cuz a0 i92m ready love i92m ready love i92m ready love i92m ready love i92m ready love a0 spirit everything you make ecstatic make smile nothing bad it a0 throw me protect you a0 lalala lalalala lalala lalalala lalala lalalala lalala lalalala
128,8,Forever_Young,BLACKPINK,rtf1ansiansicpg950cocoartf2639 cocoatextscaling0cocoaplatform0 fonttblf0fnilfcharset0 helveticaneue colortbl red255green255blue255 red255green255blue255 red0green0blue0 expandedcolortbl cssrgbc100000c100000c100000 cssrgbc0c0c0 paperw11900paperh16840margl1440margr1440vieww11520viewh8400viewkind0 deftab720 pardpardeftab720partightenfactor0 f0fs40 leave staycb1 could stop thiscb1 time oncecb1 eh tonightcb1 could die momentcb1 forever youngcb1 forever youngcb1 forever youngcb1 forever youngcb1 appearence eyescb1 feels like first time met youcb1 flames fire without soundcb1 feel like first kisscb1 ever gave youcb1 moonlight heart beatingcb1 let s go dance undercb1 milky way let s gocb1 right let gocb1 lets regretscb1 let s let time break us apartcb1 let s make moment eternalcb1 light fire heartcb1 make youth oncb1 fire without regretscb1 stay likecb1 right tonightcb1 could die momentcb1 forever youngcb1 forever youngcb1 forever youngcb1 forever youngcb1 every every night nightcb1 sing sing songcb1 know got bomb bombcb1 come come againcb1 forever young boy ride diecb1 till tomorrow ridecb1 sunset youcb1 side sidecb1 pinked murderedcb1 like aint nothingcb1 need nothing heroescb1 say life s bitch well mine s moviecb1 like diamond ll shine togethercb1 whenever wherever forever ever evercb1 thrillingly dangerouslycb1 go endcb1 world let s gocb1 right let gocb1 lets regretscb1 let s let time break us apartcb1 let s make moment eternalcb1 light fire heartcb1 make youth oncb1 fire without regretscb1 stay likecb1 right tonightcb1 could die momentcb1 forever youngcb1 moon risescb1 like dance bodycb1 lets ride end like partycb1 moon risescb1 like dance bodycb1 lets ride end like partycb1 girls wan na funcb1 go dumb dumb dumbcb1 girls wan na funcb1 want want wantcb1 girls wan na funcb1 go dumb dumb dumbcb1 girls wan na funcb1 ai nt done done donecb1 whatta bum bum whatta bum bumcb1 whatta bum bum whatta bum bumcb1 whatta bum bum whatta bum bumcb1 whatta bum bum whatta bum bumcb1 whatta bum bum whatta bum bumcb1 whatta bum bum whatta bum bumcb1 whatta bum bum whatta bum bumcb1 whatta bum bum whatta bum bum
129,9,Ddu-Du_Ddu-Du,BLACKPINK,rtf1ansiansicpg950cocoartf2639 cocoatextscaling0cocoaplatform0 fonttblf0fnilfcharset0 helveticaneue colortbl red255green255blue255 red255green255blue255 red0green0blue0 expandedcolortbl cssrgbc100000c100000c100000 cssrgbc0c0c0 paperw11900paperh16840margl1440margr1440vieww11520viewh8400viewkind0 deftab720 pardpardeftab720partightenfactor0 f0fs40 ah yeah ay yeah cb1 blackpink cb1 ah yeah ay yeah cb1 got cute face bet imcb1 looking pretty fragile cb1 attitude twice sizecb1 ll meet battle cb1 ll come around knock youcb1 look prepare damage cb1 black pink watch itcb1 re pretty savagecb1 keep lit like matchstickcb1 bitch m star patrickcb1 m getting cake s fact checkcb1 hands full dem fat checkscb1 expectations higher cb1 it92s like fish watercb1 im little m toxic cb1 you92ve fallen m foxy cb1 ll think twice s socb1 hard fake act nice cb1 please don92t get wrong seecb1 smiling s playing alongcb1 m cut cb1 wan na test cb1 m seeing right cb1 ve picked something easycb1 oh wait til92 cb1 hit ddudu ddudu ducb1 ah yeah ay yeah cb1 hit ddudu ddudu ducb1 ah yeah ay yeah cb1 blackpink cb1 m getting money hundredscb1 gq s spread like hummuscb1 bullshit birds comincb1 ima say shit cb1 m man run itcb1 drop like got hot trackcb1 wan na knock cb1 got another bangercb1 real talk ima let s talkcb1 see billions cb1 better call bankercb1 ll think twice s socb1 hard fake act nice cb1 please don92t get wrong seecb1 smiling s playing alongcb1 m cut tocb1 wan na test cb1 m seeing right youcb1 ve picked something easycb1 oh wait til92 cb1 hit ddudu ddudu du cb1 ah yeah ah yeah cb1 hit ddudu ddudu du cb1 ah yeah ah yeah cb1 ddudu ddudu ducb1 gon na icb1 come come withcb1 uh uhhuhcb1 gon na icb1 come come withcb1 uh uhhuhcb1 hot hot hotcb1 like fire cb1 dudududu cb1 hot hot hotcb1 like firecb1 dudududu cb1 blackpink hey cb1 ah yeah ay yeah ah yeah ay yeah cb1 hot hot hotcb1 like fire cb1 hot hot hotcb1 like firecb1 hit ddudu ddudu du
130,11,Kill_This_Love,BLACKPINK,rtf1ansiansicpg950cocoartf2639 cocoatextscaling0cocoaplatform0 fonttblf0fswissfcharset0 arialmt colortbl red255green255blue255 red20green20blue20 red135green135blue135 expandedcolortbl cssrgbc10196c10196c10196 cssrgbc60000c60000c60000 paperw11900paperh16840margl1440margr1440vieww11520viewh8400viewkind0 deftab720 pardpardeftab720partightenfactor0 f0fs30 yeah yeah fs24 blackpink area yeah yeah yeah a0 heavenly hi there92s always infernal bye crazy high there92s price pay there92s answer test i92ll always fall yes i92m slave emotions screw heartless love a0 come kick door give strongest thing have typical typical love give give more i92m hanging edge cliff one word i92m smiling like silly warm nervous feeling bright red fluttering felt like heaven but might get in a0 look look who92s gon na hurt smart are cry tears blood eyes sorry are can92t stand weak force cover eyes need cut oxygen love a0 let92s kill love yeah yeah yeah rum pum pum pum pum pum pum let92s kill love yeah yeah yeah rum pum pum pum pum pum pum a0 feelin92 like sinner fire go boo hoo said look crazy thank baby owe you got messed up love favorite plus sadly dangerous a0 lucky lucky you end lie what erase you sorry i92m sorry can92t stand weak force cover eyes need cut oxygen love a0 let92s kill love yeah yeah yeah rum pum pum pum pum pum pum let s kill love yeah yeah yeah rum pum pum pum pum pum pum a0 commit love makes cry we92re making love kills inside a0 must kill love yeah it92s sad true got ta kill love kills too kill love yeah it92s sad true got ta kill love got ta kill let92s kill love
131,12,Stay,BLACKPINK,rtf1ansiansicpg950cocoartf2639 cocoatextscaling0cocoaplatform0 fonttblf0fnilfcharset0 helveticaneue colortbl red255green255blue255 red255green255blue255 red0green0blue0 expandedcolortbl cssrgbc100000c100000c100000 cssrgbc0c0c0 paperw11900paperh16840margl1440margr1440vieww11520viewh8400viewkind0 deftab720 pardpardeftab720partightenfactor0 f0fs40 know showcb1 boy still ca nt let gocb1 everyday die little insidecb1 think us long time agocb1 always though thatcb1 one day d leave mecb1 one got awaycb1 icb1 wantcb1 staycb1 nowcb1 sitting next mecb1 went awaycb1 ohcb1 wokecb1 tears facecb1 laughed sillinesscb1 woahcb1 wanted youcb1 m perfect girlcb1 even stay stay stay mecb1 oh remind melodycb1 beautiful kills day daycb1 way left felonycb1 really want hate cantcb1 days get longercb1 nights get darkercb1 please nt go awaycb1 heart beats fastercb1 pray little hardercb1 please choose staycb1 nt even ask whycb1 re onecb1 take handcb1 stay mecb1 goes little something likecb1 lalalalalala lalalalalala lalalalalalacb1 lalalalalala lalalalalala lalalalalalacb1 nt even ask whycb1 re onecb1 take handcb1 stay mecb1 said wanted staycb1 re always leavincb1 never tell wherecb1 never tell s reasoncb1 re gonecb1 ca nt tell heart s even beatincb1 sometimes think s youcb1 live breathe incb1 staycb1 know got ta tiredcb1 night gets darkcb1 let firecb1 world full lies truthcb1 youcb1 s lettercb1 youcb1 oh remind melodycb1 beautiful kills day daycb1 way left felonycb1 really want hate cantcb1 days get longer nights get darkercb1 please nt go awaycb1 heart beats fastercb1 pray little hardercb1 please choose staycb1 nt even ask whycb1 re onecb1 take handcb1 stay mecb1 goes little something likecb1 lalalalalala lalalalalala lalalalalalacb1 lalalalalala lalalalalala lalalalalalacb1 nt even ask whycb1 re onecb1 take handcb1 stay mecb1 goes little something likecb1 lalalalalala lalalalalala lalalalalalacb1 lalalalalala lalalalalala lalalalalalacb1 nt even ask whycb1 re onecb1 take handcb1 stay
132,13,Typa_Girl,BLACKPINK,girl thatll make wan na dream girl came straight screen screen wan na iceu2005up make freeze ha ha girl youu2005wanna wife sign pre bring money table dinner body bank account good figure thinking theres nothing consider let circle winner know cold til felt fire heavens gate opened hearing choirs saying something else liar im girl drive crazy cant leave alone got thinking maybe went supernatural spells look crystal ball im like girls typa girl make forget got type type make love thing done like typa girl im typa girl im typa girl im typa girl dududun dulululun like dududun dulululun type girl everybody type double tap tap tap everybody like check stats got everybodys eye run laps round everybodys mind girls uppercase shit mean cap best whatever thats sounding brand girl wish blow candle girl wan na take back mama house girl dont ask wants shes takin girl got bag quality chanel know cold cause felt fire heavens gate opened hearing choirs saying something else liar im girl drive crazy cant leave alone got thinking maybe went supernatural spells look crystal ball im like girls type girl make forget got type type make love thing done like typa girl im typa girl im typa girl im typa girl dududun dulululun like dududun dulululun
133,14,Pretty_Savage,BLACKPINK,rtf1ansiansicpg950cocoartf2639 cocoatextscaling0cocoaplatform0 fonttblf0fnilfcharset0 helveticaneue colortbl red255green255blue255 red255green255blue255 red0green0blue0 expandedcolortbl cssrgbc100000c100000c100000 cssrgbc0c0c0 paperw11900paperh16840margl1440margr1440vieww11520viewh8400viewkind0 deftab720 pardpardeftab720partightenfactor0 f0fs40 uhhuhcb1 uhhuh uhhuhcb1 rrr cb1 blackpink areacb1 uhhuh uhhuhcb1 blackpink areacb1 uhhuh uhhuhcb1 think we92re alike cb1 well i92m opposite inside thoughcb1 put somethingcb1 buy cb1 born skinny bish weight don92t mattercb1 i92m modelcb1 math kinda slowcb1 sense follow cb1 fame money said enoughcb1 i92m getting tiredcb1 f boys boyscb1 therefore problemcb1 shouldn92t forget hit youcb1 ddu du ddu ducb1 got cb1 drip drip ice bustcb1 top bottomcb1 oh ohohoh cb1 black pinkcb1 make lit likecb1 oh ohohoh cb1 bitches ca nt manage94cb1 finish can92t handlecb1 pretty we92re savagecb1 pruc0u1077 tty harmful savagecb1 ooh bahdahbahbahcb1 better run run runcb1 ooh bahdahbahbahcb1 buc0u1077 tter run run runcb1 diamonds theycb1 yellow bright whitecb1 got em blind cantcb1 find m outta sightcb1 mad stay mad alikecb1 savage keep itcb1 pretty pretty savagecb1 wore better cb1 you92re 1 i92m 1000cb1 come outta nowherecb1 watch rolling carpetcb1 black pink thatcb1 however want itcb1 issue92s jealousycb1 maybe i92m problemcb1 oh ohohoh cb1 black pinkcb1 make rain likecb1 oh ohohoh cb1 bitches ca nt manage94cb1 finish can92t handlecb1 pretty we92re savagecb1 pruc0u1077 tty harmful savagecb1 ooh bahdahbahbahcb1 better run run runcb1 ooh bahdahbahbahcb1 buc0u1077 tter run run runcb1 diamonds theycb1 yellow bright whitecb1 got em blind cantcb1 find m outta sightcb1 mad stay mad alikecb1 savage keep itcb1 pretty pretty savagecb1 pretty girlcb1 biggest smile butcb1 i92m weak i92m notcb1 wish wouldcb1 wind blowing cb1 yeah i92m flying highercb1 got nothing left say youcb1 want i92ll show attitudecb1 even don92t say loudcb1 knowcb1 savagecb1 watch watch prettycb1 savagecb1 pretty pretty pretty prettycb1 savagecb1 watch watch prettycb1 savagecb1 pretty pretty pretty pretty
134,15,Boombayah,BLACKPINK,blackpink area blackpink area bad girl know hot need fan want boy need man clickclack badda bing badda boom muneul bakchamyeon modu nal barabom gudi aesseo noryeok haedo modeun namjadeuleun kopiga pangpangpang pangpang parapara pangpangpang jigeum nal wihan chukbaereul jjanjjanjjan hands nae sonen bottle full henny nega malloman deuddeon gyaega naya jennie chumchuneun bulbicheun nal gamssago done black pink eodiseodeun teukbyeolhae oh yes chyeoda bodeun maldeun wan na dance like ttaradaradanttan ttaradaradanttan ttudurubbau joha bunwigiga joha joha nan jigeum nega joha jeongmal banhaesseo oneul bam neowa chumchugo sipeo boombayah yah yah yah boombayah yah yah yah boombayah yah yah yah yah boom boom ba boom boom ba 오빠 yah yah yah yah yah yah yah yah yah yah yah yah yah yah yah yah yah yah yah yah 오빠 yah yah yah yah yah yah yah yah yah yah yah yah yah yah yah yah yah boom boom ba boombayah blackpink area ije dallyeoyaji mwol eotteokhae nan cheol eobseo geob eobseo man middle finger f u pay 90s baby pump jam dallyeobwa dallyeobwa oppaya lambo oneuleun neowa na jeolmeumeul gamble gamhi nal makjima hoksina nuga nal makado gon na go brrrr rambo e soni nae heorireul gamssago done front back nae mommaeneun teukbyeolhae oh yes ne nunbicheun know wan na touch like touch touch touch touch ttudurubbau joha bunwigiga joha joha nan jigeum nega joha jeongmal meosisseo oneul bam neowa chumchugo sipeo boombayah yah yah yah boombayah yah yah yah boombayah yah yah yah yah boom boom ba boom boom ba 오빠 yah yah yah yah yah yah yah yah yah yah yah yah yah yah yah yah yah yah yah yah 오빠 yah yah yah yah yah yah yah yah yah yah yah yah yah yah yah yah yah boom boom ba boombayah oneuleun maen jeongsin ttawin beorigo haneuleul neomeoseo olla gal geoya kkeuteul moreuge ppalli dalligo sipeo let go let go oneuleun maen jeongsin ttawin beorigo haneuleul neomeoseo olla gal geoya kkeuteul moreuge ppalli dalligo sipeo let go let go
135,16,Hard_to_Love,BLACKPINK,magic tool fix keep distance im telling care im hard love find hard trust feels good fuck want cant give much dont fall hard cause im hard love hard love yeah meant cause problem yet old story dont see issues got em yeah yeah true make feel like heaven swear im saint wont see truth cause ill kissing away ill need im driving insane baby im trying save pain im hard love find hard trust feels good fuck want cant give much dont fall hard cause im hard love hard love yeah till im im till im got lot work till behind know dont fire dark protect heart aint going back start im trying nice hard love yeah
136,17,Don%27t_Know_What_To_Do,BLACKPINK,rtf1ansiansicpg950cocoartf2639 cocoatextscaling0cocoaplatform0 fonttblf0fswissfcharset0 arialmt colortbl red255green255blue255 red20green20blue20 red135green135blue135 expandedcolortbl cssrgbc10196c10196c10196 cssrgbc60000c60000c60000 paperw11900paperh16840margl1440margr1440vieww11520viewh8400viewkind0 deftab720 pardpardeftab720partightenfactor0 f0fs30 someone stop time bit feel like big mistake happened a0 tried laugh awkwardly pity myself a0 don92t know without you left alone trivial place picture memories they92re blue a0 people change like this pretty day like this everything difficult a0 don92t know do don92t know without you don92t know without you don92t know without you a0 know i don92t know do don92t know do a0 like people came went guess weren92t meant be a0 wondering phone might ring hate anticipating uselessly tick tock clock is especially bothering me a0 might seem totally fine fs24 don92t know without you wonder feelings shown mirror lips i92ve drawn blue a0 i92m comfortable alone i92m like that pretty day like this everything difficult a0 don92t know do don92t know without you don92t know without you don92t know without you a0 know i don92t know do don92t know without you a0 say fine but don92t know without you left alone trivial place picture memories they92re blue
137,18,Whistle,BLACKPINK,rtf1ansiansicpg950cocoartf2639 cocoatextscaling0cocoaplatform0 fonttblf0fnilfcharset0 helveticaneue colortbl red255green255blue255 red255green255blue255 red0green0blue0 expandedcolortbl cssrgbc100000c100000c100000 cssrgbc0c0c0 paperw11900paperh16840margl1440margr1440vieww11520viewh8400viewkind0 deftab720 pardpardeftab720partightenfactor0 f0fs40 boycb1 make em whistle likecb1 missile bomb bomb cb1 every time show blow uhcb1 make em whistle likecb1 missile bomb bomb cb1 every time show blow uhcb1 boy re beautiful cb1 ca nt forget allcb1 re giving insanity cb1 heart pounding boom boomcb1 24 365 cb1 want right side cb1 day night cb1 want mine ooh oohcb1 m girl everycb1 guy would check cb1 keep coming mecb1 tell get outcb1 got eyes baby icb1 ai nt asking much cb1 want love heart cb1 attention touchcb1 re sick sick andcb1 re chic chic cb1 baby hot hot oh boycb1 got going insanecb1 wo nt call cb1 s ringing ears cb1 whistle nowcb1 don92t let go don92t say goodbye ohcb1 know won92t forgetcb1 forget love whoacb1 heart burning like firecb1 yes heart beatingcb1 fast i92m youcb1 go love that92s docb1 hwiparamcb1 uh hwi param param paramcb1 hear cb1 hwi parapara para bamcb1 hwiparamcb1 uh hwi param param paramcb1 hwi parapara para bamcb1 hold cb1 don92t say thing word cb1 whistle heart cb1 cause everything docb1 making heart go boom boomcb1 can92t decide cb1 feel shhcb1 every day day cb1 want zoom zoomcb1 uh yeah i92m always stylin92 cb1 always cool chill i92m darlin92 cb1 it92s heating upcb1 like desert island cb1 get know cb1 fall lovecb1 come take comecb1 play game cb1 oh boy it92s checkmate cb1 i92m gon na win cb1 got ta check get takencb1 anybody else won92tcb1 let happen uhcb1 don92t let go don92t say goodbye ohcb1 know won92t forgetcb1 forget love whoacb1 heart burning like firecb1 yes heart beatingcb1 fast i92m youcb1 go love that92s docb1 hwiparamcb1 uh hwi param param paramcb1 hear cb1 hwi parapara para bamcb1 hwiparamcb1 uh hwi param param paramcb1 hear cb1 hwi parapara para bamcb1 beat got feeling like cb1 hoping nt hoping wo nt cb1 like breeze pass gocb1 s need words say cb1 come take mecb1 side m ohhcb1 make em whistle likecb1 missile bomb bomb cb1 every time show blow uh
138,19,The_Happiest_Girl,BLACKPINK,hold hand beg back say make beautiful doors slammed plates smashed echo sound madness remember try heart wants moment say tonight happiest girl world see like matter tonight happiest girl world see like never happened stop tears want stop tears want stop tears want tonight happiest girl world see like never happened make us saints wards pain past perfect picture one else blame time change truth undo high chase steal crash one gets cry heart wants moment say tonight happiest girl world see like matter tonight happiest girl world see like never happened stop tears want stop tears want stop tears want tonight happiest girl world see like never happened takes smooth pop bottle top fix heart broken heart baby takes little rolling paper take us start go back start tonight happiest girl world see like matter tonight happiest girl world see like never happened stop tears want stop tears want stop tears want tonight happiest girl world see like never happened
139,20,Tally,BLACKPINK,say fuck feel cause one s keepin tally want like ai nt gon conceal talkin shit ll gettin mine gettin mine nt apologize behavior re offended nt care starin stead starin mirror little weird everybody tells play nice everybody judge looking twice body nt belong nahuhuh none though m gon na change cause say say fuck feel cause one s keepin tally want like ai nt gon conceal talkin shit ll gettin mine gettin mine yeah say fuck feel cause one s keepin tally want like ai nt gon conceal ll like boys say m gettin mine gettin mine told play cool break rules m breakin hearts two warned make rules play fool ai nt hard choose take apart s donts lose wonts m gettin mine mines mine mine mine get line sometimes like go play dirty like fuck boys s choice s one m hurtin s girly everybody tells play nice everybody judge looking twice body nt belong nahuhuh none though m gon na change cause say say fuck feel cause one s keepin tally want like ai nt gon conceal talkin shit ll gettin mine gettin mine yeah say fuck feel cause one s keepin tally want like ai nt gon conceal ll like boys say m gettin mine gettin mine yeah say fuck feel ai nt gon conceal
140,1,Still_Life,Bigbang,sunset next year blooming spring midsummer night dream feeling fall winter snow four times year spring comes goodbye beloved young days beautiful spring summer fall winter four season reason rain instead sadness comes happy end sevencolored rainbow slanted like sneer passed seasons without maturing mature still immature long gone without maturing marchin vivaldi tchaikovsky greeting seasons today finally four last boy looking sky well throughout four seasons goodbye left came world head leaving inspiration amazon burying trauma past nights roundtrip ship running risking life start anew going change good person better person morning dew burying anger past life away away away miss boy girl cried laughed keep remembering glorious loving days seasons pass hopelessly days go going hearts staining red bruising blue day moment come someday beautiful spring summer fall winter la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la sunset next year blooming spring midsummer night dream feeling fall winter snow spring summer fall winter
141,2,Lies,Bigbang,yeah love pain dedicated brokenhearted people ones old flame scream name im sick love songs yeah hate damn love songs momento lie late night rain falling bring back memories promised would fine without cant help take liquor dont even know handle trying fill empty heart day without long pray may please forget thats lie without happiness found cant even shed tears dont want live anymore yeah bullshit pissing im going crazy thoughts want see im told cant ill right im sorry love lies didnt know realized need im sorry love gave scars never let go waste im sorry love lies im sorry im sorry love love im sorry love leave forget slowly get hurt dedicated song sung people probably dont know without anyone knowing yeah words said lies ive left alone keep roaming within loneliness note break crumpled pocket hey habit calling im gon na change ill laugh everything im sorry love lies didnt know realized need im sorry love gave scars never let go waste im sorry love lies im sorry im sorry love love im sorry love leave forget slowly get hurt oh oh oh oh oh hope dream oh oh oh oh oh add much drop babe still cant forget dont think ever even til day die yeah scars gave heal im sorry never got anything im sorry love lies didnt know realized need im sorry love gave scars never let go waste im sorry love lies im sorry im sorry love love im sorry love leave forget slowly get hurt
142,3,Last_Dance,Bigbang,love thought would last forever set even friends leaving getting older guess becoming adult anxious people linger past today world goes around fine even without still young still immature fool times happy even without anything seems like yesterday came far remember anymore everything first time clumsy filled butterflies memories times still like dream going right sing song go back could see beautiful listen song last dance remember moment always one last dance became faint light stars became star beckon seem lonely alone tears coming times happy even without anything seems like yesterday came far remember anymore everything first time clumsy filled butterflies memories times still like dream going right sing song go back could see beautiful listen song last dance remember moment always one last dance music keeps playing waiting right please give chance please promise take long sing song sing song go back could see beautiful listen song last dance remember moment always one last dance held hand danced last night brightly shining beautiful one last smile red orange yellow green mysterious scene ecstasy like world seen felt held hand danced last night brightly shining beautiful one last smile red orange yellow green mysterious scene ecstasy like world seen felt
143,4,Always_(song),Bigbang,first day couldnt keep eyes time stopped new love even like awkward expressions hope youll friend hope youll lover dont scared ill let go hand yeah yeah yeah im staring even moment important thats got ta know girl heart blue want hug like sky dark windy rain blows dont worry oh oh oh youre always heart want give youre sad tired hold tight ah ah ah ah days fight thats everyone might even hurt happy smile stained tears many problems try separate us say im hard time dont scared yeah yeah yeah im side get hardship thats got ta know always girl ye heart blue want hug like sky dark windy rain blows dont worry oh oh oh youre always heart want give youre sad tired hold tight ah ah ah ah baby swear sky us two like needle thread push shove back forth trust cherish love wipe tears rains eyes fill bright smiles go back cause love way back wan na know yo meetings seperation heartbreak thats goes time leave one knows im different like need follow dont need words love enough blue ocean burning sun arms thats sweet heart blue want hug like sky dark windy rain blows dont worry oh oh oh youre always heart want give youre sad tired hold tight ah ah ah ah
